"AEW541_ActArea","Nilotinib_ActArea","17-AAG_ActArea","PHA-665752_ActArea","Lapatinib_ActArea","Nutlin-3_ActArea","AZD0530_ActArea","PF2341066_ActArea","L-685458_ActArea","ZD-6474_ActArea","Panobinostat_ActArea","Sorafenib_ActArea","Irinotecan_ActArea","Topotecan_ActArea","LBW242_ActArea","PD-0325901_ActArea","PD-0332991_ActArea","Paclitaxel_ActArea","AZD6244_ActArea","PLX4720_ActArea","RAF265_ActArea","TAE684_ActArea","TKI258_ActArea","Erlotinib_ActArea"
0.454,0,2.4246,0.1938,0.2179,0.4264,0.7129,0.4765,0.02207,1.1876,3.723,0.2021,2.9701,2.7067,0.1931,0.7281,0.09302,4.4677,0.3451,0.3563,0.8976,0.8922,1.1777,0.3112
1.4305,0.6397,4.8463,0.7479,0.1266,0.4729,0.6231,0.7331,0.7145,1.7263,4.4484,0.7113,3.4227,3.8976,0.1648,1.7564,0.9204,6.0871,1.3179,0.5902,2.4805,2.6435,2.8243,1.0426
1.434,0.933,1.7962,0.4065,0.2626,1.9315,1.7157,1.4072,0.008973,0.6165,4.644,0.024,NA,5.2822,0.3256,0.7572,1.2198,7.4776,0.192,0.9383,1.7529,2.4557,1.5986,0
1.6451,1.3969,4.1173,1.3604,0.9553,0.7898,1.196,1.3599,1.2041,1.6841,6.3157,1.6194,5.546,5.4439,1.3083,1.5111,2.4264,6.7813,1.5696,1.6986,1.7772,1.7707,1.2434,0.689
1.175,0.221,3.7247,0.3306,0.43,0.2626,1.4521,0.5456,0,1.5834,4.0222,0.06274,2.0877,0.9304,0.2142,4.299,0.4232,5.3968,3.606,0.6814,1.7126,1.4209,0.92,0.3102
0.1996,0.1066,3.2777,0.03088,0,0.009183,0.04556,0.6056,1.0539,0.04773,4.4225,0.6413,3.771,3.4251,0.1996,0.05466,0.1972,3.8476,0.03026,0.1145,2.0355,1.0285,0.3578,0.05487
2.3462,1.1455,3.6128,0.308,1.5453,1.3676,2.1758,0.9735,1.2846,1.748,4.8869,0.6914,4.4041,4.0091,0.957,2.1609,0.9395,6.414,1.531,0.6054,2.1786,2.4489,2.1487,1.1176
0.8263,0.5402,2.3211,0.2806,0.4413,0.08035,0.9965,0.7037,0.09287,1.5768,4.5721,0.1955,NA,1.307,0.4231,1.5646,0,2.9985,1.76,0.5484,0.8473,1.0933,0.3334,0.4793
1.5511,0.9597,3.905,1.1633,0.5041,0.6948,1.8324,1.77,0.1013,1.4355,4.6008,0.8845,2.3686,2.9519,1.2394,3.3129,0.8548,5.5399,2.1314,0.8802,1.6427,1.966,0.8533,0.7557
0.7582,NA,2.4711,0.2854,0.09048,0.148,0.3333,0.2915,0.01013,0.5285,3.8365,0.2178,NA,3.0704,0.9071,0.7627,0,4.1376,0.616,0.2061,1.1501,0.2885,0.1613,0.1866
0.3433,0,2.9811,0,0.6501,0.001908,0.05539,0.8768,0,0.468,4.6797,0,4.7396,4.1211,0.07161,0,0.2911,7.1153,0.05747,0.005313,0.8231,0.4967,1.0673,0.01175
0.4341,NA,1.9816,0.225,0.549,0.3313,0.7688,0.2549,0.1163,1.1032,2.7717,0,NA,1.1709,0.2072,1.8902,NA,2.6619,1.1293,0.3126,0.9254,0.1953,0.5431,1.1257
1.5713,0.3683,3.4803,0.3393,1.0355,0.6172,1.669,0.8964,0.06966,1.9639,4.357,0.5173,2.7868,2.4189,0.2337,4.8153,0.8133,4.0096,3.4381,0.1131,0.9657,1.1405,0.647,1.0194
0.4139,0.1953,5.2552,0.3796,0.1502,0.2402,1.1919,0.2831,0.0133,0.8455,4.8531,0.03571,3.1297,3.279,0.9189,3.546,0.5238,6.0863,2.2654,0.1486,2.7444,0.8856,1.0848,0.4244
1.3248,1.4282,2.9013,0.02138,0.6192,0.1361,2.6185,0.7286,1.054,1.7224,4.6043,0.9618,1.4273,2.025,0.6257,2.6065,1.3735,3.9821,2.2178,0.3746,1.62,1.0383,1.218,1.0704
0.5336,0.04546,3.4405,0,0.04566,0.2094,0.1566,0.4299,0.03038,0.8528,4.1269,0.2384,3.0109,2.8569,0.8719,0.3997,0.3849,4.7636,0.1341,0.09208,1.1127,1.1033,0.712,0.05681
1.2253,0.9196,3.5308,0.8956,0.3525,0.6822,1.4598,1.5236,0.3498,0.8905,5.8651,0.8458,NA,2.2419,1.2026,0.9976,1.4569,6.523,0.6682,0.4482,0.4546,1.9492,0.9444,0.2547
0.1999,0.3292,4.4105,0.5486,0,0,0.08578,0.1913,0,0.1873,4.3885,0.01622,2.4115,2.2101,0.2682,0.1675,0.168,5.7387,0,0.1503,0.7076,0.9076,0.6665,0.06454
0.8205,0.256,2.3449,0,0.2394,0.2416,1.0036,0.7245,0.1654,1.0373,4.0893,1.0509,4.2248,4.8979,0.1936,2.272,0.3521,4.6277,0.6831,0.845,2.6337,1.6221,1.5132,0.4303
1.4503,1.27,2.2269,1.0637,1.5001,1.6904,2.0978,1.3399,0.6266,1.9356,3.8318,1.1985,2.4941,3.0771,0.4443,2.5424,0.9905,3.8522,2.0402,0.5705,1.5177,3.0662,1.2387,0.9836
1.7816,1.8126,2.7723,1.0465,1.1025,0.9275,0.6859,2.1796,1.6798,0.4901,6.2657,1.0556,4.3505,4.9621,0.4466,1.7988,2.5923,5.9152,1.5946,0.8152,2.7366,3.3446,2.3624,1.1118
1.4275,0.7838,2.8736,0.115,3.3578,0.158,3.9472,1.2008,0.1035,4.1439,4.352,0.1257,2.9401,1.6078,0.2523,1.436,0.02764,3.1413,0.5055,0.1538,0.828,2.8646,0.05104,4.0635
1.0006,0.02046,4.747,0.2003,0.1202,0.1101,0.793,0.5221,0.06193,1.3466,4.3673,0.05127,3.5949,3.1484,1.1989,2.4465,0,7.1679,1.8154,0.7129,0.9206,0.8825,0.858,0
